t,ps0,ps7,ps2_raw,ps5_raw,front_raw,front_filtered,dist_kalman,kalman_gain,kalman_P,left_enc,right_enc,linear_adv_m,lv,rv,action
24.192,93.5,105.1,71.4,66.0,99.28,97.6,96.96,0.1461,2.9221,49.3482,46.4846,0.0,4.5,-4.5,TURN_RIGHT(default)
24.256,65.4,108.5,68.2,59.3,86.97,94.76,95.5,0.1461,2.9221,49.6308,46.202,0.0,4.5,-4.5,TURN_RIGHT(default)
24.32,63.5,107.4,63.5,75.1,85.44,92.84,94.06,0.1461,2.9221,49.9134,45.9131,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
24.384,66.7,112.2,71.4,65.6,89.46,91.83,93.36,0.1461,2.9221,50.2023,45.6305,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
24.448,67.5,113.3,62.9,68.6,90.38,90.31,92.93,0.1461,2.9221,50.4912,45.3416,0.0,4.5,-4.5,TURN_RIGHT(default)
24.512,65.0,101.9,66.6,66.3,83.45,87.14,91.54,0.1461,2.9221,50.7738,45.059,0.0,4.5,-4.5,TURN_RIGHT(default)
24.576,71.1,111.2,71.3,71.6,91.13,87.97,91.48,0.1461,2.9221,51.0627,44.7701,0.0,4.5,-4.5,TURN_RIGHT(default)
24.64,67.6,117.0,64.7,63.1,92.31,89.35,91.6,0.1461,2.9221,51.3453,44.4875,0.0,4.5,-4.5,TURN_RIGHT(default)
24.704,67.7,124.3,57.3,67.7,96.03,90.66,92.25,0.1461,2.9221,51.6342,44.1986,0.0,4.5,-4.5,TURN_RIGHT(default)
24.768,70.1,106.6,66.7,69.9,88.34,90.25,91.68,0.1461,2.9221,51.9168,43.916,0.0,4.5,-4.5,TURN_RIGHT(default)
24.832,76.0,107.6,66.2,72.6,91.8,91.92,91.7,0.1461,2.9221,52.2056,43.6272,0.0,4.5,-4.5,TURN_RIGHT(default)
24.896,65.0,113.6,64.0,66.8,89.32,91.56,91.35,0.1461,2.9221,52.4882,43.3446,-0.0,4.5,-4.5,TURN_RIGHT(default)
24.96,62.0,109.3,71.2,65.1,85.65,90.23,90.54,0.1461,2.9221,52.7708,43.0557,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
25.024,72.1,106.8,66.2,67.5,89.44,88.91,90.36,0.1461,2.9221,53.0597,42.7731,6.4e-05,-2.5,-2.5,BACKWARD
25.088,69.0,108.1,71.7,67.4,88.56,88.96,91.47,0.1461,2.9221,52.9027,42.6161,-0.003219,-2.5,-2.5,BACKWARD
25.152,65.1,94.9,68.6,68.5,80.0,86.59,91.22,0.1461,2.9221,52.7394,42.4528,-0.003347,-2.5,-2.5,BACKWARD
25.216,65.2,87.8,62.7,65.5,76.48,84.03,90.44,0.1461,2.9221,52.5824,42.2958,-0.003219,-2.5,-2.5,BACKWARD
25.28,70.3,86.7,63.7,73.8,78.5,82.6,90.13,0.1461,2.9221,52.4192,42.1325,-0.003347,-2.5,-2.5,BACKWARD
25.344,65.3,79.9,71.2,66.9,72.61,79.23,88.94,0.1461,2.9221,52.2622,41.9755,-0.003218,-2.5,-2.5,BACKWARD
25.408,70.2,76.1,64.4,62.5,73.15,76.15,88.06,0.1461,2.9221,52.0989,41.8122,-0.003347,-2.5,-2.5,BACKWARD
25.472,66.5,69.9,68.7,63.8,68.21,73.79,86.54,0.1461,2.9221,51.9419,41.6552,-0.003219,-2.5,-2.5,BACKWARD
25.536,71.3,67.9,57.1,70.3,69.61,72.42,85.44,0.1461,2.9221,51.7849,41.4982,-0.003218,-2.5,-2.5,BACKWARD
25.6,66.6,64.5,63.5,71.4,65.52,69.82,83.96,0.1461,2.9221,51.6216,41.335,-0.003347,-2.5,-2.5,BACKWARD
25.664,63.1,66.8,64.6,70.9,64.95,68.29,82.55,0.1461,2.9221,51.4646,41.178,-0.003219,-2.5,-2.5,BACKWARD
25.728,66.8,68.2,66.3,63.6,67.49,67.16,81.78,0.1461,2.9221,51.3013,41.0147,-0.003347,4.0,4.0,FORWARD
25.792,62.8,59.8,72.3,68.8,61.33,65.78,76.54,0.1461,2.9221,51.5588,41.2722,0.005278,4.0,4.0,FORWARD
25.856,69.1,66.4,72.4,65.4,67.76,65.41,73.06,0.1461,2.9221,51.81,41.5234,0.00515,4.0,4.0,FORWARD
25.92,69.7,81.4,69.0,63.4,75.56,67.42,71.17,0.1461,2.9221,52.0675,41.7808,0.005278,4.0,4.0,FORWARD
25.984,63.7,104.7,62.3,71.3,84.17,71.26,70.82,0.1461,2.9221,52.325,42.0383,0.005278,4.5,-4.5,TURN_RIGHT(default)
26.048,64.5,86.7,70.1,64.2,75.58,72.88,71.54,0.1461,2.9221,52.6076,41.7494,-6.4e-05,4.0,4.0,FORWARD
26.112,68.1,105.8,65.4,67.6,86.97,78.01,71.57,0.1461,2.9221,52.8588,42.0069,0.005214,4.5,-4.5,TURN_RIGHT(default)
26.176,61.5,80.3,67.6,71.6,70.95,78.65,71.48,0.1461,2.9221,53.1414,41.7243,0.0,4.0,4.0,FORWARD
26.24,64.0,102.2,68.4,62.6,83.12,80.16,70.98,0.1461,2.9221,53.3926,41.9755,0.00515,-4.5,4.5,TURN_LEFT
26.304,58.5,125.7,68.8,61.4,92.08,81.74,74.06,0.1461,2.9221,53.11,42.2581,-0.0,-4.5,4.5,TURN_LEFT
26.368,70.7,132.8,64.3,67.8,101.77,86.98,78.11,0.1461,2.9221,52.8274,42.5407,0.0,-4.5,4.5,TURN_LEFT
26.432,100.8,128.6,65.5,64.3,114.69,92.52,83.43,0.1461,2.9221,52.5448,42.8296,6.4e-05,-4.5,4.5,TURN_LEFT
26.496,97.1,113.3,69.8,73.0,105.22,99.38,86.61,0.1461,2.9221,52.2622,43.1122,0.0,-4.5,4.5,TURN_LEFT
26.56,104.2,128.9,73.3,70.7,116.52,106.06,90.98,0.1461,2.9221,51.9733,43.4011,0.0,-4.5,4.5,TURN_LEFT
26.624,100.8,130.5,71.7,66.7,115.65,110.77,94.59,0.1461,2.9221,51.6907,43.6837,0.0,-4.5,4.5,TURN_LEFT
26.688,105.9,123.2,68.6,67.3,114.51,113.32,97.63,0.1461,2.9221,51.4018,43.9412,-0.000322,-4.5,4.5,TURN_LEFT
26.752,106.4,115.5,62.4,69.8,110.95,112.57,99.41,0.1461,2.9221,51.1192,44.2614,0.000386,-4.5,4.5,TURN_LEFT
26.816,101.1,123.7,64.7,74.2,112.43,114.01,101.34,0.1461,2.9221,50.8303,44.544,-6.4e-05,-4.5,4.5,TURN_LEFT
26.88,102.1,123.5,67.3,71.1,112.79,113.27,103.02,0.1461,2.9221,50.5414,44.8329,0.0,-4.5,4.5,TURN_LEFT
26.944,100.4,124.8,68.1,60.9,112.6,112.66,104.47,0.1461,2.9221,50.2463,45.1155,-0.000129,-4.5,4.5,TURN_LEFT
27.008,99.8,116.9,68.6,69.1,108.34,111.42,104.98,0.1461,2.9221,49.97,45.4044,0.000129,-4.5,4.5,TURN_LEFT
27.072,94.0,122.0,64.8,66.6,108.01,110.84,105.4,0.1461,2.9221,49.6874,45.6933,6.4e-05,-4.5,4.5,TURN_LEFT
27.136,99.9,126.6,69.0,67.6,113.29,111.01,106.58,0.1461,2.9221,49.3985,45.9759,-6.4e-05,-4.5,4.5,TURN_LEFT
27.2,105.0,119.0,72.4,70.5,112.0,110.85,107.34,0.1461,2.9221,49.1159,46.2648,6.4e-05,-4.5,4.5,TURN_LEFT
27.264,105.8,130.3,70.7,69.7,118.03,111.94,108.93,0.1461,2.9221,48.827,46.5474,-6.4e-05,-4.5,4.5,TURN_LEFT
27.328,113.6,111.8,66.2,67.1,112.69,112.81,109.48,0.1461,2.9221,48.5444,46.83,0.0,-4.5,4.5,TURN_LEFT
27.392,126.1,89.7,68.4,69.0,107.86,112.77,109.24,0.1461,2.9221,48.2618,47.1126,0.0,-4.5,4.5,TURN_LEFT
27.456,126.4,95.3,67.7,66.7,110.83,112.28,109.48,0.1461,2.9221,47.9729,47.4014,0.0,-4.5,4.5,TURN_LEFT
27.52,122.3,95.7,62.6,68.3,108.98,111.68,109.4,0.1461,2.9221,47.6903,47.684,0.0,-4.5,4.5,TURN_LEFT
27.584,136.1,94.3,66.1,66.1,115.21,111.11,110.25,0.1461,2.9221,47.4014,47.9729,0.0,-4.5,4.5,TURN_LEFT
27.648,128.0,95.5,63.8,67.3,111.77,110.93,110.45,0.1461,2.9221,47.1188,48.2618,6.4e-05,-4.5,4.5,TURN_LEFT
27.712,126.2,94.1,72.3,66.1,110.15,111.39,110.43,0.1461,2.9221,46.83,48.5444,-6.4e-05,-4.5,4.5,TURN_LEFT
27.776,116.4,88.2,65.7,67.5,102.28,109.68,109.21,0.1461,2.9221,46.5474,48.8333,6.4e-05,-4.5,4.5,TURN_LEFT
27.84,110.1,88.8,69.7,63.0,99.44,107.77,107.81,0.1461,2.9221,46.2585,49.1159,-6.4e-05,-2.5,-2.5,BACKWARD
27.904,129.1,96.0,63.7,68.8,112.56,107.24,109.88,0.1461,2.9221,46.1015,48.9589,-0.003218,-2.5,-2.5,BACKWARD
27.968,130.3,88.2,64.2,61.4,109.24,106.74,111.22,0.1461,2.9221,45.9382,48.7956,-0.003347,-2.5,-2.5,BACKWARD
28.032,134.6,88.2,71.2,64.7,111.39,106.98,112.62,0.1461,2.9221,45.7812,48.6386,-0.003219,-2.5,-2.5,BACKWARD
28.096,133.0,93.2,72.5,67.3,113.09,109.15,114.09,0.1461,2.9221,45.6179,48.4816,-0.003283,-2.5,-2.5,BACKWARD
28.16,122.0,103.2,64.4,69.8,112.62,111.78,115.28,0.1461,2.9221,45.4609,48.3183,-0.003283,-2.5,-2.5,BACKWARD
28.224,112.4,83.9,66.4,66.8,98.13,108.9,114.14,0.1461,2.9221,45.3039,48.1613,-0.003219,-2.5,-2.5,BACKWARD
28.288,103.8,63.7,68.7,61.8,83.79,103.81,111.14,0.1461,2.9221,45.1406,47.998,-0.003347,-2.5,-2.5,BACKWARD
28.352,85.7,65.0,68.1,66.8,75.34,96.6,107.28,0.1461,2.9221,44.9836,47.841,-0.003219,-2.5,-2.5,BACKWARD
28.416,70.7,71.6,75.0,67.2,71.15,88.21,103.43,0.1461,2.9221,44.8204,47.6778,-0.003347,-2.5,-2.5,BACKWARD
28.48,63.7,66.4,63.5,67.1,65.05,78.69,99.2,0.1461,2.9221,44.6634,47.5208,-0.003219,-2.5,-2.5,BACKWARD
28.544,69.9,63.6,69.5,62.5,66.77,72.42,95.86,0.1461,2.9221,44.5001,47.3638,-0.003283,4.0,4.0,FORWARD
28.608,71.4,67.1,69.7,66.5,69.25,69.51,89.75,0.1461,2.9221,44.7576,47.615,0.005214,4.0,4.0,FORWARD
28.672,97.2,61.1,59.8,66.6,79.19,70.28,85.98,0.1461,2.9221,45.0088,47.8724,0.005214,4.0,4.0,FORWARD
28.736,111.2,67.1,67.2,62.6,89.16,73.89,84.22,0.1461,2.9221,45.2662,48.1236,0.005214,-4.5,4.5,TURN_LEFT
28.8,106.8,69.9,66.6,64.2,88.36,78.55,84.82,0.1461,2.9221,44.9836,48.4062,-0.0,-4.5,4.5,TURN_LEFT
28.864,113.8,67.7,64.5,60.2,90.74,83.34,85.69,0.1461,2.9221,44.6948,48.6951,0.0,-4.5,4.5,TURN_LEFT
28.928,114.7,66.8,69.3,66.9,90.72,87.63,86.4,0.1461,2.9221,44.4122,48.984,6.4e-05,-4.5,4.5,TURN_LEFT
28.992,115.7,65.6,60.6,67.1,90.65,89.93,87.05,0.1461,2.9221,44.1233,49.2666,-6.4e-05,-4.5,4.5,TURN_LEFT
29.056,112.3,70.0,68.8,70.4,91.16,90.33,87.62,0.1461,2.9221,43.8407,49.5555,6.4e-05,-4.5,4.5,TURN_LEFT
29.12,113.9,64.6,66.8,62.2,89.23,90.5,87.88,0.1461,2.9221,43.5518,49.8381,-6.4e-05,-4.5,4.5,TURN_LEFT
29.184,104.5,70.2,62.0,65.4,87.38,89.83,87.81,0.1461,2.9221,43.2629,50.127,0.0,-4.5,4.5,TURN_LEFT
29.248,114.1,64.6,62.8,68.8,89.36,89.56,88.03,0.1461,2.9221,42.9803,50.4096,0.0,-4.5,4.5,TURN_LEFT
29.312,108.1,61.9,67.5,65.9,84.99,88.42,87.59,0.1461,2.9221,42.6914,50.6984,0.0,-4.5,4.5,TURN_LEFT
29.376,111.1,60.5,65.7,66.8,85.8,87.35,87.33,0.1461,2.9221,42.4088,50.981,0.0,-4.5,4.5,TURN_LEFT
29.44,109.0,66.3,64.9,67.4,87.62,87.03,87.34,0.1461,2.9221,42.1262,51.2699,6.4e-05,-4.5,4.5,TURN_LEFT
29.504,103.4,64.5,60.8,71.8,83.97,86.35,86.88,0.1461,2.9221,41.8374,51.5525,-6.4e-05,-4.5,4.5,TURN_LEFT
29.568,116.3,67.9,66.7,64.1,92.06,86.89,87.61,0.1461,2.9221,41.5548,51.8414,6.4e-05,-4.5,4.5,TURN_LEFT
29.632,102.2,67.7,67.9,70.0,84.96,86.88,87.25,0.1461,2.9221,41.2659,52.124,-6.4e-05,-4.5,4.5,TURN_LEFT
29.696,110.6,61.9,67.8,69.0,86.24,86.97,87.07,0.1461,2.9221,40.9833,52.4129,6.4e-05,-4.5,4.5,TURN_LEFT
29.76,106.5,73.3,73.3,72.8,89.86,87.42,87.51,0.1461,2.9221,40.6944,52.6955,-6.4e-05,-4.5,4.5,TURN_LEFT
29.824,107.4,63.5,64.3,71.8,85.47,87.72,87.21,0.1461,2.9221,40.4055,52.9844,0.0,-4.5,4.5,TURN_LEFT
29.888,107.2,70.5,71.2,69.8,88.85,87.08,87.45,0.1461,2.9221,40.1229,53.267,-0.0,-4.5,4.5,TURN_LEFT
29.952,104.1,66.2,69.9,70.5,85.14,87.11,87.11,0.1461,2.9221,39.834,53.5558,0.0,-4.5,4.5,TURN_LEFT
30.016,107.0,64.3,63.1,62.0,85.64,86.99,86.9,0.1461,2.9221,39.5514,53.8384,-0.0,-4.5,4.5,TURN_LEFT
30.08,101.9,66.1,66.4,71.0,84.03,85.83,86.48,0.1461,2.9221,39.2626,54.1273,0.0,-4.5,4.5,TURN_LEFT
30.144,82.2,64.3,67.1,64.0,73.28,83.39,84.55,0.1461,2.9221,38.98,54.4099,0.0,4.0,4.0,FORWARD
30.208,101.1,64.5,68.8,70.1,82.79,82.18,82.07,0.1461,2.9221,39.2374,54.6611,0.005214,-4.5,4.5,TURN_LEFT
30.272,76.5,62.7,66.2,66.9,69.59,79.07,80.24,0.1461,2.9221,38.9486,54.95,0.0,4.0,4.0,FORWARD
30.336,101.9,70.4,72.8,69.1,86.12,79.16,78.88,0.1461,2.9221,39.206,55.2012,0.005214,-4.5,4.5,TURN_LEFT
30.4,74.4,75.0,72.0,65.9,74.71,77.3,78.27,0.1461,2.9221,38.9172,55.4901,0.0,4.0,4.0,FORWARD
30.464,104.3,64.0,69.8,72.6,84.14,79.47,76.9,0.1461,2.9221,39.1746,55.7413,0.005214,-4.5,4.5,TURN_LEFT
30.528,66.5,73.9,65.8,69.8,70.2,76.95,75.92,0.1461,2.9221,38.8858,56.0302,0.0,4.0,4.0,FORWARD
30.592,100.8,65.2,64.1,66.8,83.0,79.63,74.73,0.1461,2.9221,39.1432,56.2814,0.005214,-4.5,4.5,TURN_LEFT
30.656,64.2,71.3,69.4,65.5,67.73,75.96,73.71,0.1461,2.9221,38.8544,56.5702,0.0,4.0,4.0,FORWARD
30.72,99.1,68.5,67.3,70.0,83.79,77.77,72.95,0.1461,2.9221,39.1118,56.8214,0.005214,4.0,4.0,FORWARD
30.784,113.7,62.9,65.7,65.3,88.3,78.6,72.97,0.1461,2.9221,39.363,57.0789,0.005214,-4.5,4.5,TURN_LEFT
30.848,85.3,66.9,62.5,70.0,76.08,79.78,73.42,0.1461,2.9221,39.0804,57.3615,0.0,4.0,4.0,FORWARD
30.912,102.1,69.2,67.8,66.9,85.7,80.32,72.99,0.1461,2.9221,39.3379,57.6127,0.005214,-4.5,4.5,TURN_LEFT
30.976,65.0,68.0,108.8,63.3,66.48,80.07,72.04,0.1461,2.9221,39.0553,57.8953,0.0,4.0,4.0,FORWARD
31.04,72.5,64.8,112.3,67.2,68.67,77.04,69.32,0.1461,2.9221,39.3065,58.1528,0.005214,4.0,4.0,FORWARD
31.104,105.3,63.4,110.6,65.6,84.37,76.26,69.29,0.1461,2.9221,39.564,58.404,0.005214,4.5,-4.5,TURN_RIGHT
31.168,114.6,66.8,94.7,62.7,90.66,79.18,72.42,0.1461,2.9221,39.8466,58.1214,0.0,4.5,-4.5,TURN_RIGHT
31.232,122.1,63.7,72.0,67.5,92.91,80.62,75.41,0.1461,2.9221,40.1355,57.8325,0.0,4.5,-4.5,TURN_RIGHT
31.296,120.1,68.1,67.1,68.0,94.1,86.14,78.14,0.1461,2.9221,40.4181,57.5499,0.0,4.5,-4.5,TURN_RIGHT
31.36,117.9,62.9,67.0,73.9,90.4,90.49,79.93,0.1461,2.9221,40.707,57.261,0.0,4.5,-4.5,TURN_RIGHT
31.424,118.0,63.6,65.2,70.4,90.78,91.77,81.52,0.1461,2.9221,40.9896,56.9784,-0.0,4.5,-4.5,TURN_RIGHT(default)
31.488,111.5,63.2,64.2,67.4,87.34,91.11,82.37,0.1461,2.9221,41.2784,56.6896,0.0,4.5,-4.5,TURN_RIGHT
31.552,118.9,64.4,75.2,63.5,91.67,90.86,83.73,0.1461,2.9221,41.5673,56.4007,0.0,4.5,-4.5,TURN_RIGHT
31.616,123.4,66.2,68.4,66.1,94.8,91.0,85.34,0.1461,2.9221,41.8499,56.1181,-0.0,4.5,-4.5,TURN_RIGHT
31.68,116.2,63.7,67.9,66.1,89.94,90.91,86.02,0.1461,2.9221,42.1388,55.8292,0.0,4.5,-4.5,TURN_RIGHT
31.744,117.7,67.3,67.3,63.3,92.53,91.26,86.97,0.1461,2.9221,42.4214,55.5466,-0.0,4.5,-4.5,TURN_RIGHT
31.808,117.5,69.5,67.3,62.6,93.46,92.48,87.92,0.1461,2.9221,42.7103,55.2577,0.0,4.5,-4.5,TURN_RIGHT
31.872,123.4,69.3,66.1,69.2,96.35,93.41,89.15,0.1461,2.9221,42.9929,54.9751,0.0,4.5,-4.5,TURN_RIGHT(default)
31.936,123.6,67.2,68.7,64.7,95.42,93.54,90.06,0.1461,2.9221,43.2818,54.6862,0.0,4.5,-4.5,TURN_RIGHT
32.0,122.5,67.4,73.5,74.3,94.97,94.54,90.78,0.1461,2.9221,43.5644,54.4036,0.0,4.5,-4.5,TURN_RIGHT
32.064,139.4,68.4,70.6,67.6,103.88,96.81,92.69,0.1461,2.9221,43.847,54.121,0.0,4.5,-4.5,TURN_RIGHT(default)
32.128,147.6,92.9,72.0,66.7,120.24,102.17,96.69,0.1461,2.9221,44.1421,53.8322,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
32.192,144.1,97.9,72.2,65.7,121.03,107.11,100.25,0.1461,2.9221,44.4247,53.5496,0.0,4.5,-4.5,TURN_RIGHT(default)
32.256,152.4,98.5,70.3,65.9,125.45,113.11,103.96,0.1461,2.9221,44.7073,53.2607,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
32.32,151.6,98.2,66.6,62.1,124.92,119.1,107.02,0.1461,2.9221,44.9899,52.9781,-0.0,4.5,-4.5,TURN_RIGHT(default)
32.384,145.2,95.9,63.1,68.8,120.53,122.43,108.99,0.1461,2.9221,45.2788,52.6892,0.0,4.5,-4.5,TURN_RIGHT(default)
32.448,150.7,90.0,60.2,65.8,120.38,122.46,110.66,0.1461,2.9221,45.5614,52.4066,0.0,4.5,-4.5,TURN_RIGHT(default)
32.512,147.2,98.7,68.3,66.1,122.97,122.85,112.46,0.1461,2.9221,45.8503,52.1177,0.0,4.5,-4.5,TURN_RIGHT(default)
32.576,157.1,98.5,67.5,72.4,127.79,123.32,114.67,0.1461,2.9221,46.1392,51.8351,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
32.64,155.1,88.9,66.7,69.1,122.03,122.74,115.77,0.1461,2.9221,46.4218,51.5462,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
32.704,145.2,92.6,71.7,68.4,118.89,122.41,116.23,0.1461,2.9221,46.7106,51.2574,0.0,-2.5,-2.5,BACKWARD
32.768,147.3,91.6,66.6,70.4,119.45,122.23,118.1,0.1461,2.9221,46.5474,51.1004,-0.003283,-2.5,-2.5,BACKWARD
32.832,151.1,91.0,66.9,69.9,121.05,121.84,119.91,0.1461,2.9221,46.3904,50.9434,-0.003219,-2.5,-2.5,BACKWARD
32.896,158.7,95.6,68.2,69.0,127.15,121.71,122.39,0.1461,2.9221,46.2271,50.7801,-0.003347,-2.5,-2.5,BACKWARD
32.96,134.8,75.9,72.8,65.6,105.35,118.38,121.28,0.1461,2.9221,46.0701,50.6231,-0.003219,-2.5,-2.5,BACKWARD
33.024,118.8,62.4,67.8,67.7,90.61,112.72,118.2,0.1461,2.9221,45.9131,50.4598,-0.003283,-2.5,-2.5,BACKWARD
33.088,111.9,67.9,67.4,63.8,89.94,106.82,115.47,0.1461,2.9221,45.7498,50.3028,-0.003283,-2.5,-2.5,BACKWARD
33.152,102.8,69.1,67.5,70.5,85.95,99.8,112.56,0.1461,2.9221,45.5928,50.1395,-0.003283,-2.5,-2.5,BACKWARD
33.216,93.2,64.5,66.6,68.4,78.87,90.14,109.04,0.1461,2.9221,45.4295,49.9825,-0.003283,-2.5,-2.5,BACKWARD
33.28,73.2,61.6,66.0,70.3,67.41,82.56,104.33,0.1461,2.9221,45.2725,49.8255,-0.003219,-2.5,-2.5,BACKWARD
33.344,64.4,68.0,66.7,70.9,66.21,77.68,100.19,0.1461,2.9221,45.1092,49.6622,-0.003347,-2.5,-2.5,BACKWARD
33.408,67.1,63.0,71.8,72.5,65.08,72.71,96.43,0.1461,2.9221,44.9522,49.5052,-0.003218,4.0,4.0,FORWARD
33.472,71.3,61.8,68.1,63.6,66.55,68.82,89.84,0.1461,2.9221,45.2097,49.7564,0.005214,4.0,4.0,FORWARD
33.536,101.4,64.8,65.3,66.3,83.09,69.67,86.63,0.1461,2.9221,45.4609,50.0139,0.005214,4.5,-4.5,TURN_RIGHT(default)
33.6,83.2,69.9,65.8,69.4,76.54,71.49,85.15,0.1461,2.9221,45.7435,49.7313,-0.0,4.0,4.0,FORWARD
33.664,118.4,83.2,63.6,68.5,100.78,78.4,85.21,0.1461,2.9221,46.001,49.9825,0.005214,4.5,-4.5,TURN_RIGHT(default)
33.728,111.8,83.5,67.3,62.8,97.63,84.92,87.03,0.1461,2.9221,46.2836,49.6999,0.0,4.5,-4.5,TURN_RIGHT(default)
33.792,90.2,86.2,60.4,68.7,88.19,89.24,87.2,0.1461,2.9221,46.5725,49.411,0.0,4.0,4.0,FORWARD
33.856,87.5,83.1,68.2,65.2,85.31,89.69,84.69,0.1461,2.9221,46.8237,49.6685,0.005214,4.0,4.0,FORWARD
33.92,115.6,80.7,65.8,67.7,98.16,94.01,84.44,0.1461,2.9221,47.0812,49.9197,0.005214,4.5,-4.5,TURN_RIGHT(default)
33.984,107.0,84.6,66.8,60.5,95.84,93.03,86.1,0.1461,2.9221,47.3638,49.6371,0.0,4.5,-4.5,TURN_RIGHT(default)
34.048,76.0,86.0,64.2,70.9,80.98,89.7,85.35,0.1461,2.9221,47.6526,49.3482,-0.0,4.0,4.0,FORWARD
34.112,81.5,84.9,70.6,61.6,83.22,88.7,82.82,0.1461,2.9221,47.9038,49.6057,0.005214,4.0,4.0,FORWARD
34.176,106.4,82.4,69.6,68.8,94.4,90.52,82.31,0.1461,2.9221,48.155,49.8569,0.00515,4.5,-4.5,TURN_RIGHT(default)
34.24,101.5,83.3,69.3,66.3,92.38,89.36,83.75,0.1461,2.9221,48.4439,49.5743,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
34.304,74.4,83.2,64.0,64.8,78.8,85.96,83.06,0.1461,2.9221,48.7265,49.2854,-6.4e-05,4.0,4.0,FORWARD
34.368,99.0,112.3,68.5,67.9,105.65,90.89,84.1,0.1461,2.9221,48.984,49.5429,0.005278,4.5,-4.5,TURN_RIGHT(default)
34.432,62.5,103.3,65.2,67.8,82.9,90.83,83.96,0.1461,2.9221,49.2666,49.254,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
34.496,65.2,95.8,71.6,74.2,80.51,88.05,83.43,0.1461,2.9221,49.5555,48.9714,6.4e-05,4.0,4.0,FORWARD
34.56,69.3,94.8,68.0,69.0,82.03,85.98,81.02,0.1461,2.9221,49.8067,49.2226,0.00515,4.0,4.0,FORWARD
34.624,77.0,105.8,67.1,68.8,91.39,88.5,80.29,0.1461,2.9221,50.0642,49.4801,0.005278,4.5,-4.5,TURN_RIGHT(default)
34.688,72.2,105.0,63.9,68.5,88.59,85.09,81.53,0.1461,2.9221,50.3468,49.1912,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
34.752,70.8,98.6,63.8,65.5,84.7,85.45,81.96,0.1461,2.9221,50.6356,48.9086,6.4e-05,4.0,4.0,FORWARD
34.816,62.2,105.0,68.2,66.1,83.57,86.06,80.0,0.1461,2.9221,50.8868,49.1598,0.00515,4.5,-4.5,TURN_RIGHT(default)
34.88,62.6,97.5,71.4,72.3,80.05,85.66,79.98,0.1461,2.9221,51.1757,48.8772,6.4e-05,4.0,4.0,FORWARD
34.944,73.0,107.1,67.1,69.6,90.02,85.39,79.25,0.1461,2.9221,51.4269,49.1284,0.00515,4.5,-4.5,TURN_RIGHT(default)
35.008,66.1,98.3,68.1,64.3,82.2,84.11,79.65,0.1461,2.9221,51.7158,48.8458,6.4e-05,4.0,4.0,FORWARD
35.072,68.2,100.7,71.6,68.2,84.47,84.06,78.16,0.1461,2.9221,51.967,49.097,0.00515,4.5,-4.5,TURN_RIGHT(default)
35.136,72.7,100.7,66.2,67.4,86.7,84.69,79.38,0.1461,2.9221,52.2559,48.8144,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
35.2,60.2,85.3,63.6,64.5,72.72,83.22,78.43,0.1461,2.9221,52.5385,48.5256,-6.4e-05,4.0,4.0,FORWARD
35.264,69.0,105.4,71.5,68.0,87.21,82.66,77.46,0.1461,2.9221,52.796,48.783,0.005278,4.5,-4.5,TURN_RIGHT(default)
35.328,67.3,92.1,69.9,70.4,79.68,82.16,77.81,0.1461,2.9221,53.0786,48.4942,-6.4e-05,4.0,4.0,FORWARD
35.392,65.0,108.8,61.3,69.3,86.9,82.64,76.89,0.1461,2.9221,53.336,48.7516,0.005278,4.5,-4.5,TURN_RIGHT(default)
35.456,65.4,93.3,67.9,66.4,79.33,81.17,77.27,0.1461,2.9221,53.6186,48.4628,-6.4e-05,4.0,4.0,FORWARD
35.52,66.2,109.3,67.2,64.5,87.75,84.17,76.55,0.1461,2.9221,53.8761,48.7202,0.005278,4.5,-4.5,TURN_RIGHT(default)
35.584,60.0,102.3,73.4,64.7,81.14,82.96,77.25,0.1461,2.9221,54.1587,48.4314,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
35.648,67.4,76.7,65.2,57.5,72.05,81.43,76.49,0.1461,2.9221,54.4413,48.1488,0.0,4.0,4.0,FORWARD
35.712,66.2,99.9,64.2,66.1,83.03,80.66,75.22,0.1461,2.9221,54.6988,48.4,0.005214,4.0,4.0,FORWARD
35.776,65.2,109.5,71.2,62.9,87.33,82.26,74.76,0.1461,2.9221,54.95,48.6574,0.005214,4.5,-4.5,TURN_RIGHT(default)
35.84,71.0,97.1,63.8,65.0,84.06,81.52,76.12,0.1461,2.9221,55.2389,48.3686,0.0,4.0,4.0,FORWARD
35.904,61.9,105.9,65.5,63.6,83.93,82.08,75.04,0.1461,2.9221,55.4901,48.626,0.005214,4.5,-4.5,TURN_RIGHT(default)
