t,ps0,ps7,ps2_raw,ps5_raw,front_raw,front_filtered,dist_kalman,kalman_gain,kalman_P,left_enc,right_enc,linear_adv_m,lv,rv,action
35.968,61.6,98.6,62.5,71.0,80.12,83.7,75.78,0.1461,2.9221,55.779,48.3372,-0.0,4.0,4.0,FORWARD
36.032,67.4,112.7,67.6,67.2,90.04,85.1,75.64,0.1461,2.9221,56.0302,48.5946,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.096,67.2,103.3,68.4,68.2,85.27,84.69,77.04,0.1461,2.9221,56.3128,48.312,0.0,4.5,-4.5,TURN_RIGHT(default)
36.16,67.2,81.6,70.9,71.4,74.44,82.76,76.64,0.1461,2.9221,56.6079,48.0232,6.4e-05,4.0,4.0,FORWARD
36.224,65.7,94.6,64.9,70.6,80.16,82.01,74.95,0.1461,2.9221,56.8528,48.2806,0.00515,4.0,4.0,FORWARD
36.288,60.9,114.6,65.8,67.8,87.76,83.53,74.6,0.1461,2.9221,57.1103,48.5318,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.352,68.7,98.9,62.3,68.3,83.76,82.28,75.94,0.1461,2.9221,57.3929,48.2492,-0.0,4.0,4.0,FORWARD
36.416,66.2,106.7,64.6,67.7,86.44,82.51,75.24,0.1461,2.9221,57.6504,48.5004,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.48,65.0,94.2,64.9,66.8,79.59,83.54,75.88,0.1461,2.9221,57.933,48.2178,0.0,4.0,4.0,FORWARD
36.544,66.8,118.6,65.2,66.9,92.7,86.05,76.11,0.1461,2.9221,58.1905,48.469,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.608,70.2,90.5,71.4,63.5,80.36,84.57,76.73,0.1461,2.9221,58.4731,48.1864,0.0,4.0,4.0,FORWARD
36.672,69.8,109.7,66.1,72.1,89.74,85.77,76.41,0.1461,2.9221,58.7243,48.4439,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.736,66.2,85.2,70.5,70.3,75.7,83.62,76.3,0.1461,2.9221,59.0132,48.155,0.0,4.0,4.0,FORWARD
36.8,69.6,108.6,65.8,68.2,89.09,85.52,75.94,0.1461,2.9221,59.2644,48.4125,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.864,71.0,80.7,64.7,69.2,75.87,82.15,75.93,0.1461,2.9221,59.5532,48.1236,0.0,4.0,4.0,FORWARD
36.928,66.7,102.7,64.7,70.5,84.7,83.02,74.99,0.1461,2.9221,59.8044,48.3811,0.005214,4.5,-4.5,TURN_RIGHT(default)
36.992,66.0,70.3,67.1,63.4,68.18,78.71,74.0,0.1461,2.9221,60.0933,48.0922,-0.0,4.0,4.0,FORWARD
37.056,64.8,107.4,62.4,66.1,86.07,80.78,73.53,0.1461,2.9221,60.3445,48.3497,0.005214,4.5,-4.5,TURN_RIGHT(default)
37.12,70.2,70.2,66.2,70.6,70.16,77.0,73.07,0.1461,2.9221,60.6271,48.0608,-6.4e-05,4.0,4.0,FORWARD
37.184,64.8,99.3,69.5,65.2,82.05,78.23,72.13,0.1461,2.9221,60.8846,48.3183,0.005278,4.0,4.0,FORWARD
37.248,64.5,115.4,68.0,67.2,89.95,79.28,72.53,0.1461,2.9221,61.1358,48.5695,0.00515,-4.5,4.5,TURN_LEFT
37.312,63.8,134.3,69.5,66.2,99.05,85.46,76.41,0.1461,2.9221,60.8532,48.8521,0.0,-4.5,4.5,TURN_LEFT
37.376,65.8,135.9,68.9,71.3,100.87,88.42,79.95,0.1461,2.9221,60.5706,49.141,6.4e-05,-4.5,4.5,TURN_LEFT
37.44,71.4,135.6,67.0,64.3,103.48,95.08,83.42,0.1461,2.9221,60.2817,49.4236,-6.4e-05,-4.5,4.5,TURN_LEFT
37.504,66.1,133.0,61.3,65.8,99.55,98.58,85.75,0.1461,2.9221,59.9991,49.7125,6.4e-05,-4.5,4.5,TURN_LEFT
37.568,67.3,134.7,65.1,67.7,100.97,100.78,88.0,0.1461,2.9221,59.7102,49.9951,-6.4e-05,-4.5,4.5,TURN_LEFT
37.632,73.8,136.0,72.1,67.8,104.93,101.96,90.36,0.1461,2.9221,59.4276,50.3028,0.000257,-4.5,4.5,TURN_LEFT
37.696,69.2,123.0,66.6,68.4,96.12,101.01,91.29,0.1461,2.9221,59.1388,50.5728,-0.000193,-4.5,4.5,TURN_LEFT
37.76,60.9,132.1,74.2,62.6,96.51,99.61,92.05,0.1461,2.9221,58.8562,50.8554,0.0,-4.5,4.5,TURN_LEFT
37.824,70.9,123.4,65.8,65.9,97.17,99.14,92.8,0.1461,2.9221,58.5673,51.1443,-0.0,-4.5,4.5,TURN_LEFT
37.888,66.7,125.4,64.0,65.2,96.03,98.15,93.27,0.1461,2.9221,58.2784,51.4332,0.0,-4.5,4.5,TURN_LEFT
37.952,71.3,128.5,70.2,68.8,99.86,97.14,94.23,0.1461,2.9221,57.9958,51.7158,0.0,-4.5,4.5,TURN_LEFT
38.016,63.7,122.9,63.6,65.5,93.28,96.57,94.09,0.1461,2.9221,57.7069,52.0047,-0.0,-4.5,4.5,TURN_LEFT
38.08,59.7,120.4,69.8,65.2,90.07,95.28,93.51,0.1461,2.9221,57.4243,52.2873,0.0,-4.5,4.5,TURN_LEFT
38.144,61.9,119.2,69.0,68.6,90.52,93.95,93.07,0.1461,2.9221,57.1354,52.5762,0.0,-4.5,4.5,TURN_LEFT
38.208,73.9,120.0,62.2,67.1,96.96,94.14,93.64,0.1461,2.9221,56.8528,52.8588,-0.0,-4.5,4.5,TURN_LEFT
38.272,78.8,117.3,69.7,69.4,98.04,93.78,94.23,0.1461,2.9221,56.5765,53.1476,0.000129,-4.5,4.5,TURN_LEFT
38.336,77.6,117.0,67.3,67.6,97.31,94.58,94.73,0.1461,2.9221,56.2814,53.4302,-0.000129,-4.5,4.5,TURN_LEFT
38.4,77.0,119.4,69.4,70.0,98.16,96.2,95.23,0.1461,2.9221,55.9925,53.7191,0.0,-4.5,4.5,TURN_LEFT
38.464,74.8,120.1,64.4,64.5,97.45,97.58,95.56,0.1461,2.9221,55.7099,54.0017,0.0,-4.5,4.5,TURN_LEFT
38.528,81.8,123.5,74.1,64.2,102.61,98.72,96.59,0.1461,2.9221,55.421,54.2906,0.0,-4.5,4.5,TURN_LEFT
38.592,76.4,124.8,68.9,65.6,100.6,99.23,97.17,0.1461,2.9221,55.1384,54.5732,0.0,-4.5,4.5,TURN_LEFT
38.656,72.7,110.9,66.9,63.4,91.81,98.13,96.39,0.1461,2.9221,54.8495,54.8621,0.0,-4.5,4.5,TURN_LEFT
38.72,76.1,123.5,60.4,64.9,99.83,98.46,96.92,0.1461,2.9221,54.5606,55.1447,-6.4e-05,-4.5,4.5,TURN_LEFT
38.784,79.6,114.7,69.9,66.9,97.13,98.4,96.92,0.1461,2.9221,54.278,55.4336,6.4e-05,-4.5,4.5,TURN_LEFT
38.848,76.0,115.0,68.6,66.7,95.5,96.97,96.72,0.1461,2.9221,53.9892,55.7224,0.0,-2.5,-2.5,BACKWARD
38.912,68.2,107.6,65.3,67.9,87.93,94.44,96.83,0.1461,2.9221,53.8322,55.5592,-0.003283,-2.5,-2.5,BACKWARD
38.976,63.6,104.7,67.0,64.3,84.14,92.91,96.35,0.1461,2.9221,53.6752,55.4022,-0.003219,-2.5,-2.5,BACKWARD
39.04,63.5,88.2,62.5,65.6,75.88,88.12,94.79,0.1461,2.9221,53.5119,55.2389,-0.003347,-2.5,-2.5,BACKWARD
39.104,69.0,76.4,68.4,63.1,72.7,83.23,92.94,0.1461,2.9221,53.3549,55.0819,-0.003219,-2.5,-2.5,BACKWARD
39.168,67.7,60.2,67.3,59.2,63.97,76.93,90.14,0.1461,2.9221,53.1916,54.9186,-0.003347,-2.5,-2.5,BACKWARD
39.232,65.6,67.3,67.0,71.5,66.42,72.62,88.04,0.1461,2.9221,53.0346,54.7616,-0.003219,-2.5,-2.5,BACKWARD
39.296,68.3,71.6,63.4,66.3,69.98,69.79,86.81,0.1461,2.9221,52.8713,54.6046,-0.003283,-2.5,-2.5,BACKWARD
39.36,65.9,66.4,63.8,65.8,66.17,67.85,85.19,0.1461,2.9221,52.7143,54.4413,-0.003283,-2.5,-2.5,BACKWARD
39.424,64.1,70.0,70.7,72.6,67.08,66.72,83.92,0.1461,2.9221,52.5573,54.2843,-0.003219,-2.5,-2.5,BACKWARD
39.488,63.9,65.2,64.7,64.4,64.58,66.85,82.52,0.1461,2.9221,52.394,54.121,-0.003347,-2.5,-2.5,BACKWARD
39.552,63.7,61.2,68.3,66.5,62.45,66.05,80.96,0.1461,2.9221,52.237,53.964,-0.003219,4.0,4.0,FORWARD
39.616,67.5,67.5,65.4,57.7,67.5,65.55,76.8,0.1461,2.9221,52.4882,54.2152,0.00515,4.0,4.0,FORWARD
39.68,65.5,71.2,71.1,66.6,68.34,65.99,73.31,0.1461,2.9221,52.7457,54.4727,0.005278,4.0,4.0,FORWARD
39.744,67.1,66.0,63.6,61.7,66.54,65.88,70.09,0.1461,2.9221,52.9969,54.7302,0.005214,4.0,4.0,FORWARD
39.808,62.2,71.6,66.4,71.9,66.87,66.34,67.4,0.1461,2.9221,53.2544,54.9814,0.005214,4.0,4.0,FORWARD
39.872,60.5,94.0,62.0,71.5,77.23,69.3,66.61,0.1461,2.9221,53.5056,55.2389,0.005214,4.0,4.0,FORWARD
39.936,68.1,112.8,72.6,68.1,90.45,73.89,67.86,0.1461,2.9221,53.7631,55.4901,0.005214,-4.5,4.5,TURN_LEFT
40.0,85.7,96.5,65.6,70.1,91.1,78.44,71.26,0.1461,2.9221,53.4805,55.7727,0.0,4.0,4.0,FORWARD
40.064,111.1,114.0,60.1,70.7,112.54,87.64,75.06,0.1461,2.9221,53.7317,56.0302,0.005214,-4.5,4.5,TURN_LEFT
40.128,111.9,115.7,73.9,67.9,113.83,97.03,80.73,0.1461,2.9221,53.4491,56.3128,0.0,-4.5,4.5,TURN_LEFT
40.192,111.6,92.9,62.8,68.3,102.27,102.04,83.85,0.1461,2.9221,53.1602,56.6079,6.4e-05,-4.5,4.5,TURN_LEFT
40.256,108.8,83.6,64.6,64.5,96.21,103.19,85.68,0.1461,2.9221,52.8776,56.8842,-6.4e-05,-4.5,4.5,TURN_LEFT
40.32,111.1,96.1,71.9,70.6,103.62,105.69,88.3,0.1461,2.9221,52.5887,57.1731,0.0,-4.5,4.5,TURN_LEFT
40.384,105.6,98.3,64.8,67.1,101.94,103.57,90.29,0.1461,2.9221,52.3061,57.4557,0.0,-4.5,4.5,TURN_LEFT
40.448,111.6,91.8,66.9,70.9,101.67,101.14,91.96,0.1461,2.9221,52.0172,57.7446,0.0,-4.5,4.5,TURN_LEFT
40.512,121.3,86.7,69.5,69.6,104.02,101.49,93.72,0.1461,2.9221,51.7346,58.0272,0.0,-4.5,4.5,TURN_LEFT
40.576,114.4,92.3,63.7,64.7,103.36,102.92,95.13,0.1461,2.9221,51.4458,58.3161,0.0,-4.5,4.5,TURN_LEFT
40.64,113.2,93.9,64.8,73.8,103.52,102.9,96.33,0.1461,2.9221,51.1632,58.605,6.4e-05,-4.5,4.5,TURN_LEFT
40.704,109.4,91.5,67.6,68.9,100.46,102.61,96.96,0.1461,2.9221,50.8743,58.8876,-6.4e-05,-4.5,4.5,TURN_LEFT
40.768,106.1,87.9,71.8,67.7,97.03,101.68,96.94,0.1461,2.9221,50.5917,59.1764,6.4e-05,-4.5,4.5,TURN_LEFT
40.832,114.1,95.6,65.8,65.8,104.88,101.85,98.13,0.1461,2.9221,50.3028,59.459,-6.4e-05,-4.5,4.5,TURN_LEFT
40.896,108.5,69.9,66.5,68.1,89.21,99.02,96.82,0.1461,2.9221,50.0202,59.7416,0.0,-4.5,4.5,TURN_LEFT
40.96,107.3,68.5,68.3,63.9,87.91,95.9,95.52,0.1461,2.9221,49.7313,60.0305,0.0,-4.5,4.5,TURN_LEFT
41.024,109.6,73.5,67.3,72.9,91.53,94.11,94.94,0.1461,2.9221,49.4487,60.3131,0.0,-4.5,4.5,TURN_LEFT
41.088,104.8,68.8,64.1,69.2,86.76,92.06,93.74,0.1461,2.9221,49.1598,60.602,0.0,-4.5,4.5,TURN_LEFT
41.152,107.6,69.4,69.7,68.5,88.5,88.78,92.98,0.1461,2.9221,48.8772,60.8846,0.0,-4.5,4.5,TURN_LEFT
41.216,117.8,69.8,69.0,59.5,93.81,89.7,93.1,0.1461,2.9221,48.5884,61.1735,0.0,-4.5,4.5,TURN_LEFT
41.28,114.5,69.3,61.5,63.8,91.9,90.5,92.92,0.1461,2.9221,48.3058,61.4561,0.0,-4.5,4.5,TURN_LEFT
41.344,114.1,65.1,71.5,69.2,89.61,90.12,92.44,0.1461,2.9221,48.0169,61.745,0.0,-4.5,4.5,TURN_LEFT
41.408,112.0,68.1,65.1,64.5,90.09,90.78,92.07,0.1461,2.9221,47.7343,62.0338,6.4e-05,-4.5,4.5,TURN_LEFT
41.472,115.1,65.4,67.8,72.2,90.22,91.13,91.83,0.1461,2.9221,47.4454,62.3164,-6.4e-05,-4.5,4.5,TURN_LEFT
41.536,105.1,63.1,66.7,65.6,84.11,89.19,90.67,0.1461,2.9221,47.1628,62.6053,6.4e-05,-4.5,4.5,TURN_LEFT
41.6,108.2,69.1,69.9,65.1,88.62,88.53,90.37,0.1461,2.9221,46.8739,62.8942,0.0,-4.5,4.5,TURN_LEFT
41.664,108.9,70.7,68.3,59.7,89.81,88.57,90.32,0.1461,2.9221,46.5913,63.1705,-6.4e-05,-2.5,-2.5,BACKWARD
41.728,111.1,59.6,65.5,65.9,85.35,87.62,90.97,0.1461,2.9221,46.4343,63.0135,-0.003219,-2.5,-2.5,BACKWARD
41.792,98.2,61.1,66.8,63.9,79.65,85.51,90.69,0.1461,2.9221,46.271,62.8628,-0.003219,-2.5,-2.5,BACKWARD
41.856,90.8,68.9,73.6,69.1,79.88,84.66,90.54,0.1461,2.9221,46.114,62.6932,-0.003347,-2.5,-2.5,BACKWARD
41.92,89.0,62.6,65.3,70.7,75.83,82.11,89.79,0.1461,2.9221,45.9508,62.5362,-0.003283,-2.5,-2.5,BACKWARD
41.984,78.8,66.3,67.9,70.1,72.57,78.66,88.68,0.1461,2.9221,45.7938,62.373,-0.003283,-2.5,-2.5,BACKWARD
42.048,87.3,67.2,68.5,60.4,77.28,77.04,88.41,0.1461,2.9221,45.6305,62.216,-0.003283,-2.5,-2.5,BACKWARD
42.112,61.7,68.8,66.3,63.7,65.27,74.17,86.43,0.1461,2.9221,45.4735,62.0527,-0.003283,-2.5,-2.5,BACKWARD
42.176,65.6,61.2,64.5,73.4,63.43,70.88,84.45,0.1461,2.9221,45.3165,61.8957,-0.003219,-2.5,-2.5,BACKWARD
42.24,68.7,69.0,65.1,71.6,68.85,69.48,83.57,0.1461,2.9221,45.1532,61.7387,-0.003283,-2.5,-2.5,BACKWARD
42.304,64.1,58.0,69.0,68.6,61.07,67.18,81.68,0.1461,2.9221,44.9962,61.5754,-0.003283,-2.5,-2.5,BACKWARD
42.368,71.1,66.4,68.6,67.9,68.73,65.47,81.19,0.1461,2.9221,44.8329,61.4184,-0.003283,4.0,4.0,FORWARD
42.432,68.8,71.7,62.5,64.3,70.22,66.46,77.36,0.1461,2.9221,45.0904,61.6696,0.005214,4.0,4.0,FORWARD
42.496,64.0,65.2,63.3,69.1,64.62,66.7,73.28,0.1461,2.9221,45.3416,61.9271,0.005214,4.0,4.0,FORWARD
42.56,86.5,71.0,61.9,65.2,78.71,68.67,71.84,0.1461,2.9221,45.5991,62.1783,0.005214,4.0,4.0,FORWARD
42.624,107.0,67.3,61.3,66.0,87.14,73.89,71.83,0.1461,2.9221,45.8566,62.4358,0.005278,-4.5,4.5,TURN_LEFT
42.688,87.5,70.3,68.1,72.9,78.9,75.92,72.91,0.1461,2.9221,45.5677,62.7121,-0.000129,4.0,4.0,FORWARD
42.752,105.4,68.5,67.9,64.1,86.94,79.26,72.68,0.1461,2.9221,45.8252,62.9758,0.005343,-4.5,4.5,TURN_LEFT
42.816,85.7,65.3,60.6,63.2,75.52,81.44,73.1,0.1461,2.9221,45.5426,63.2584,0.0,4.0,4.0,FORWARD
42.88,94.8,67.2,67.1,69.2,81.0,81.9,72.05,0.1461,2.9221,45.7938,63.5096,0.00515,4.0,4.0,FORWARD
42.944,107.5,61.5,74.1,68.5,84.54,81.38,71.62,0.1461,2.9221,46.0512,63.7671,0.005278,4.5,-4.5,TURN_RIGHT
43.008,139.4,72.1,64.4,69.3,105.71,86.74,76.6,0.1461,2.9221,46.3338,63.4845,0.0,4.5,-4.5,TURN_RIGHT
43.072,147.9,65.4,65.0,63.4,106.65,90.68,80.99,0.1461,2.9221,46.6164,63.2019,-0.0,4.5,-4.5,TURN_RIGHT(default)
43.136,147.8,66.1,66.8,66.1,106.92,96.96,84.7,0.1461,2.9221,46.9053,62.9319,0.000193,4.5,-4.5,TURN_RIGHT(default)
43.2,66.4,66.3,65.7,68.0,66.37,94.04,82.05,0.1461,2.9221,47.1691,62.6618,-6.4e-05,4.0,4.0,FORWARD
43.264,102.7,60.1,63.7,66.8,81.39,93.41,79.75,0.1461,2.9221,47.414,62.9193,0.00515,4.5,-4.5,TURN_RIGHT(default)
43.328,117.8,66.4,66.9,67.9,92.1,90.69,81.64,0.1461,2.9221,47.6966,62.6179,-0.000193,4.5,-4.5,TURN_RIGHT(default)
43.392,119.4,64.6,67.4,65.6,91.98,87.75,83.15,0.1461,2.9221,47.9792,62.3353,0.0,4.5,-4.5,TURN_RIGHT(default)
43.456,129.7,66.8,70.8,68.7,98.23,86.02,85.36,0.1461,2.9221,48.2681,62.0464,0.0,4.5,-4.5,TURN_RIGHT(default)
43.52,140.1,66.2,65.7,71.9,103.17,93.38,87.96,0.1461,2.9221,48.5507,61.7638,0.0,4.5,-4.5,TURN_RIGHT(default)
43.584,155.6,64.9,69.6,72.9,110.26,99.15,91.22,0.1461,2.9221,48.8396,61.4749,-0.0,4.5,-4.5,TURN_RIGHT(default)
43.648,153.1,67.5,64.6,62.1,110.34,102.8,94.04,0.1461,2.9221,49.1222,61.186,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
43.712,151.5,67.8,65.6,71.0,109.64,106.33,96.29,0.1461,2.9221,49.411,60.9034,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
43.776,169.5,110.0,62.9,68.3,139.78,114.64,102.65,0.1461,2.9221,49.6936,60.6208,0.0,4.5,-4.5,TURN_RIGHT(default)
43.84,181.5,141.8,70.5,70.9,161.69,126.34,111.3,0.1461,2.9221,49.9762,60.332,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
43.904,186.8,143.9,62.5,67.3,165.32,137.35,119.27,0.1461,2.9221,50.24,60.0494,-0.000193,4.5,-4.5,TURN_RIGHT(default)
43.968,197.1,146.5,66.5,67.2,171.84,149.65,126.87,0.1461,2.9221,50.5477,59.7605,0.000193,4.5,-4.5,TURN_RIGHT(default)
44.032,196.3,154.9,64.4,66.1,175.57,162.84,133.99,0.1461,2.9221,50.8366,59.4716,0.0,4.5,-4.5,TURN_RIGHT(default)
44.096,193.4,146.6,64.9,68.9,170.01,168.88,139.25,0.1461,2.9221,51.1192,59.189,0.0,4.5,-4.5,TURN_RIGHT(default)
44.16,189.2,152.2,67.1,71.0,170.7,170.69,143.84,0.1461,2.9221,51.4081,58.9001,0.0,4.5,-4.5,TURN_RIGHT(default)
44.224,196.4,156.3,63.6,64.4,176.34,172.89,148.59,0.1461,2.9221,51.6907,58.6175,0.0,4.5,-4.5,TURN_RIGHT(default)
44.288,197.7,150.1,65.6,69.5,173.91,173.3,152.29,0.1461,2.9221,51.9796,58.3286,0.0,4.5,-4.5,TURN_RIGHT(default)
44.352,201.5,148.2,68.6,67.8,174.84,173.16,155.59,0.1461,2.9221,52.2622,58.046,0.0,4.5,-4.5,TURN_RIGHT(default)
44.416,191.6,150.7,63.5,74.1,171.18,173.39,157.86,0.1461,2.9221,52.551,57.7572,0.0,4.5,-4.5,TURN_RIGHT(default)
44.48,166.4,186.8,59.3,64.6,176.59,174.57,160.6,0.1461,2.9221,52.8336,57.4746,0.0,4.5,-4.5,TURN_RIGHT(default)
44.544,166.3,190.3,62.8,67.4,178.29,174.96,163.16,0.1461,2.9221,53.1225,57.192,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
44.608,172.8,195.9,67.5,61.9,184.32,177.04,166.28,0.1461,2.9221,53.4051,56.9031,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
44.672,171.1,185.2,67.3,64.9,178.17,177.71,167.99,0.1461,2.9221,53.694,56.6205,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
44.736,174.9,196.9,68.9,69.8,185.93,180.66,170.63,0.1461,2.9221,53.9766,56.3316,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
44.8,163.5,187.4,70.2,64.1,175.41,180.42,171.33,0.1461,2.9221,54.2655,56.0427,0.0,4.5,-4.5,TURN_RIGHT(default)
44.864,172.9,191.3,67.3,71.8,182.07,181.18,172.9,0.1461,2.9221,54.5481,55.7601,0.0,-2.5,-2.5,BACKWARD
44.928,173.6,192.7,68.5,70.0,183.12,180.94,175.8,0.1461,2.9221,54.3911,55.5968,-0.003283,-2.5,-2.5,BACKWARD
44.992,166.7,165.1,67.0,67.1,165.92,178.49,175.75,0.1461,2.9221,54.2278,55.4398,-0.003283,-2.5,-2.5,BACKWARD
45.056,141.9,151.9,63.4,67.7,146.92,170.69,172.94,0.1461,2.9221,54.0708,55.2766,-0.003283,-2.5,-2.5,BACKWARD
45.12,131.6,127.4,70.8,67.2,129.49,161.5,167.97,0.1461,2.9221,53.9138,55.1196,-0.003219,-2.5,-2.5,BACKWARD
45.184,118.2,118.1,69.5,71.5,118.13,148.72,162.09,0.1461,2.9221,53.7505,54.9626,-0.003283,-2.5,-2.5,BACKWARD
45.248,108.5,105.1,70.1,69.9,106.8,133.45,155.41,0.1461,2.9221,53.5935,54.7993,-0.003283,-2.5,-2.5,BACKWARD
45.312,105.0,90.7,69.0,67.2,97.81,119.83,148.4,0.1461,2.9221,53.4302,54.6423,-0.003283,-2.5,-2.5,BACKWARD
45.376,80.3,76.7,72.4,72.4,78.52,106.15,139.59,0.1461,2.9221,53.2732,54.479,-0.003283,-2.5,-2.5,BACKWARD
45.44,68.5,66.1,69.1,64.2,67.26,93.71,130.42,0.1461,2.9221,53.11,54.322,-0.003283,-2.5,-2.5,BACKWARD
45.504,68.5,66.0,64.2,64.8,67.29,83.54,122.57,0.1461,2.9221,52.953,54.165,-0.003219,-2.5,-2.5,BACKWARD
45.568,65.9,61.6,64.0,59.1,63.75,74.93,115.38,0.1461,2.9221,52.796,54.0017,-0.003283,4.0,4.0,FORWARD
45.632,67.4,70.5,62.8,65.1,68.99,69.16,106.38,0.1461,2.9221,53.0472,54.2592,0.005214,4.0,4.0,FORWARD
45.696,78.3,77.7,74.6,68.4,78.02,69.06,100.01,0.1461,2.9221,53.3046,54.5104,0.005214,4.0,4.0,FORWARD
45.76,108.5,116.9,64.3,66.3,112.67,78.14,99.63,0.1461,2.9221,53.5558,54.7679,0.005214,4.5,-4.5,TURN_RIGHT(default)
45.824,77.4,111.2,63.5,61.9,94.3,83.55,98.85,0.1461,2.9221,53.8384,54.4853,0.0,4.5,-4.5,TURN_RIGHT(default)
45.888,79.8,116.1,73.0,70.9,97.97,90.39,98.72,0.1461,2.9221,54.1273,54.1964,-0.0,4.5,-4.5,TURN_RIGHT(default)
45.952,77.0,118.9,72.4,68.6,97.93,96.18,98.61,0.1461,2.9221,54.4099,53.9138,0.0,4.5,-4.5,TURN_RIGHT(default)
46.016,82.8,110.1,63.8,70.0,96.45,99.86,98.29,0.1461,2.9221,54.6988,53.6249,0.0,4.5,-4.5,TURN_RIGHT(default)
46.08,80.7,103.9,68.3,64.6,92.33,95.8,97.42,0.1461,2.9221,54.9877,53.336,-0.0,4.5,-4.5,TURN_RIGHT(default)
46.144,72.0,112.3,74.5,66.3,92.15,95.36,96.65,0.1461,2.9221,55.2703,53.0534,0.0,4.5,-4.5,TURN_RIGHT(default)
46.208,79.4,116.7,72.6,72.2,98.06,95.38,96.86,0.1461,2.9221,55.5592,52.7646,0.0,4.5,-4.5,TURN_RIGHT(default)
46.272,79.3,110.9,67.6,67.1,95.11,94.82,96.6,0.1461,2.9221,55.8418,52.482,0.0,4.5,-4.5,TURN_RIGHT(default)
46.336,73.1,103.5,71.4,68.1,88.28,93.19,95.39,0.1461,2.9221,56.1306,52.1931,0.0,4.5,-4.5,TURN_RIGHT(default)
46.4,76.3,108.8,64.6,69.8,92.55,93.23,94.97,0.1461,2.9221,56.4132,51.9105,0.0,4.5,-4.5,TURN_RIGHT(default)
46.464,80.8,113.8,63.1,71.5,97.31,94.26,95.31,0.1461,2.9221,56.7021,51.6216,0.0,4.5,-4.5,TURN_RIGHT(default)
46.528,68.7,113.3,66.7,73.8,90.99,92.85,94.68,0.1461,2.9221,56.9847,51.339,0.0,4.5,-4.5,TURN_RIGHT(default)
46.592,68.6,117.9,75.9,70.6,93.22,92.47,94.44,0.1461,2.9221,57.2736,51.0564,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
46.656,67.5,114.3,68.4,70.6,90.9,92.99,93.95,0.1461,2.9221,57.5562,50.7675,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
46.72,67.6,118.3,66.7,67.6,92.95,93.07,93.78,0.1461,2.9221,57.8451,50.4849,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
46.784,62.6,110.5,68.3,73.0,86.56,90.92,92.75,0.1461,2.9221,58.1277,50.196,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
46.848,75.0,107.5,64.9,73.3,91.24,90.97,92.53,0.1461,2.9221,58.4166,49.9072,0.0,4.5,-4.5,TURN_RIGHT(default)
46.912,67.9,112.6,64.4,63.1,90.26,90.38,92.2,0.1461,2.9221,58.6992,49.6246,0.0,4.5,-4.5,TURN_RIGHT(default)
46.976,61.1,114.1,68.9,61.0,87.6,89.72,91.53,0.1461,2.9221,58.988,49.3357,-0.0,4.5,-4.5,TURN_RIGHT(default)
47.04,65.8,112.7,65.7,64.5,89.23,88.98,91.19,0.1461,2.9221,59.2706,49.0531,0.0,4.5,-4.5,TURN_RIGHT(default)
47.104,69.2,112.5,68.9,71.1,90.88,89.84,91.15,0.1461,2.9221,59.5595,48.7642,0.0,4.5,-4.5,TURN_RIGHT(default)
47.168,69.1,113.3,64.9,65.6,91.18,89.83,91.15,0.1461,2.9221,59.8421,48.4816,0.0,4.5,-4.5,TURN_RIGHT(default)
47.232,69.4,112.5,65.1,64.8,90.98,89.98,91.13,0.1461,2.9221,60.1247,48.199,-0.0,4.5,-4.5,TURN_RIGHT(default)
47.296,65.5,108.5,61.9,65.6,86.99,89.85,90.52,0.1461,2.9221,60.4136,47.9101,0.0,4.5,-4.5,TURN_RIGHT(default)
47.36,63.4,107.4,69.5,66.0,85.43,89.09,89.78,0.1461,2.9221,60.7025,47.6212,0.0,-2.5,-2.5,BACKWARD
47.424,67.9,103.1,68.7,66.5,85.51,88.02,90.56,0.1461,2.9221,60.5392,47.4642,-0.003283,-2.5,-2.5,BACKWARD
47.488,66.1,109.3,65.9,64.7,87.68,87.32,91.51,0.1461,2.9221,60.3822,47.3072,-0.003219,-2.5,-2.5,BACKWARD
47.552,65.2,100.0,61.0,64.3,82.57,85.64,91.63,0.1461,2.9221,60.2189,47.144,-0.003347,-2.5,-2.5,BACKWARD
47.616,60.9,91.6,62.5,72.0,76.25,83.49,90.76,0.1461,2.9221,60.0619,46.987,-0.003218,-2.5,-2.5,BACKWARD
47.68,65.0,74.8,66.6,68.4,69.91,80.38,89.14,0.1461,2.9221,59.8986,46.8237,-0.003347,-2.5,-2.5,BACKWARD
